media,month,total,query_climatique,query_effet_de_serre,query_biodiversite,query_transition,query_durable
lesechos,1991-01,1859,5,1,0,0,0
lesechos,1991-02,1629,2,0,0,0,3
lesechos,1991-03,1774,7,1,0,0,1
lesechos,1991-04,1842,3,4,0,0,3
lesechos,1991-05,1607,5,2,0,0,2
lesechos,1991-06,1682,3,3,0,0,1
lesechos,1991-07,1672,7,3,0,0,0
lesechos,1991-08,1332,3,3,0,0,0
lesechos,1991-09,1717,4,2,0,0,1
lesechos,1991-10,1934,6,3,0,0,2
lesechos,1991-11,1768,6,0,0,0,0
lesechos,1991-12,1715,4,3,1,0,2
lesechos,1992-01,1965,2,2,0,0,0
lesechos,1992-02,1703,7,4,0,0,1
lesechos,1992-03,1868,2,5,1,0,2
lesechos,1992-04,1882,2,8,1,0,0
lesechos,1992-05,1561,5,3,2,0,1
lesechos,1992-06,1838,13,10,7,0,15
lesechos,1992-07,1587,2,1,0,0,0
lesechos,1992-08,1268,3,0,0,0,0
lesechos,1992-09,1840,7,0,0,0,2
lesechos,1992-10,1935,1,1,0,0,0
lesechos,1992-11,1764,1,3,3,0,1
lesechos,1992-12,1824,2,2,0,0,1
lesechos,1993-01,1767,3,3,1,0,2
lesechos,1993-02,1768,5,1,0,1,0
lesechos,1993-03,2065,5,4,0,0,4
lesechos,1993-04,1741,4,2,0,0,1
lesechos,1993-05,1704,6,2,0,0,2
lesechos,1993-06,1923,1,4,3,0,4
lesechos,1993-07,1587,4,0,0,0,0
lesechos,1993-08,1423,2,0,0,0,0
lesechos,1993-09,1888,8,6,0,0,1
lesechos,1993-10,1967,4,1,0,0,2
lesechos,1993-11,1807,3,1,1,0,5
lesechos,1993-12,2052,4,4,0,0,1
lesechos,1994-01,2012,3,0,0,0,1
lesechos,1994-02,1781,5,1,0,0,0
lesechos,1994-03,2212,9,3,1,0,2
lesechos,1994-04,1937,8,1,0,0,2
lesechos,1994-05,1935,7,1,0,0,2
lesechos,1994-06,2284,6,0,1,0,4
lesechos,1994-07,1556,5,2,0,0,1
lesechos,1994-08,1549,9,1,0,0,0
lesechos,1994-09,2146,6,0,0,0,2
lesechos,1994-10,2060,5,1,1,0,1
lesechos,1994-11,2113,3,1,0,0,2
lesechos,1994-12,2003,10,1,0,0,2
lesechos,1995-01,2210,6,0,0,0,3
lesechos,1995-02,2357,6,1,1,0,2
lesechos,1995-03,2812,5,2,1,0,7
lesechos,1995-04,2258,7,2,0,0,1
lesechos,1995-05,2462,3,1,0,0,5
lesechos,1995-06,2550,9,1,1,0,5
lesechos,1995-07,2109,5,2,0,0,3
lesechos,1995-08,1944,5,1,0,0,1
lesechos,1995-09,2428,7,0,0,0,2
lesechos,1995-10,1974,2,2,0,0,2
lesechos,1995-11,1826,2,0,0,0,1
lesechos,1995-12,1735,2,2,0,0,0
lesechos,1996-01,1975,2,0,0,0,1
lesechos,1996-02,1885,9,2,0,0,0
lesechos,1996-03,1912,10,0,0,0,1
lesechos,1996-04,1778,12,0,0,0,1
lesechos,1996-05,1719,7,2,0,0,3
lesechos,1996-06,1803,7,0,0,0,4
lesechos,1996-07,1570,6,2,0,0,1
lesechos,1996-08,1227,5,0,0,0,0
lesechos,1996-09,1804,13,3,0,0,0
lesechos,1996-10,1921,0,1,0,0,3
lesechos,1996-11,1775,4,0,0,0,2
lesechos,1996-12,1765,3,1,0,0,7
lesechos,1997-01,1899,6,0,1,0,4
lesechos,1997-02,1764,6,3,0,0,2
lesechos,1997-03,1855,5,2,0,0,4
lesechos,1997-04,1882,8,2,0,0,1
lesechos,1997-05,1748,1,3,0,0,6
lesechos,1997-06,1933,5,7,2,0,7
lesechos,1997-07,1470,11,2,0,0,5
lesechos,1997-08,1201,9,2,0,0,1
lesechos,1997-09,2085,6,3,0,0,5
lesechos,1997-10,2175,20,9,0,0,3
lesechos,1997-11,1846,13,5,0,0,11
lesechos,1997-12,1934,11,13,0,0,3
lesechos,1998-01,1966,5,4,0,0,2
lesechos,1998-02,1887,7,8,1,0,8
lesechos,1998-03,2234,10,1,1,0,16
lesechos,1998-04,1916,17,10,0,0,6
lesechos,1998-05,1726,13,1,1,0,4
lesechos,1998-06,2001,6,4,1,0,3
lesechos,1998-07,1582,5,2,0,0,5
lesechos,1998-08,1247,5,1,0,0,3
lesechos,1998-09,2112,8,3,1,0,9
lesechos,1998-10,2157,9,2,1,0,9
lesechos,1998-11,2011,17,13,2,0,2
lesechos,1998-12,2032,7,3,0,0,4
lesechos,1999-01,1967,10,4,2,0,8
lesechos,1999-02,1986,8,5,0,0,7
lesechos,1999-03,2312,10,4,0,0,14
lesechos,1999-04,2039,9,4,2,0,13
lesechos,1999-05,1851,6,5,4,0,4
lesechos,1999-06,2270,9,4,2,0,11
lesechos,1999-07,1678,7,2,0,0,5
lesechos,1999-08,1533,4,0,1,0,2
lesechos,1999-09,2169,5,0,0,0,5
lesechos,1999-10,2136,12,10,0,0,12
lesechos,1999-11,2057,20,17,1,0,11
lesechos,1999-12,2257,10,4,2,0,14
lesechos,2000-01,2217,11,8,1,0,8
lesechos,2000-02,2185,3,4,3,0,2
lesechos,2000-03,2588,14,7,1,0,7
lesechos,2000-04,1974,5,5,2,0,8
lesechos,2000-05,2363,9,6,1,0,10
lesechos,2000-06,2383,14,4,1,0,8
lesechos,2000-07,1776,6,6,3,0,9
lesechos,2000-08,1729,8,0,1,0,6
lesechos,2000-09,2492,20,13,1,0,20
lesechos,2000-10,2678,8,7,1,0,10
lesechos,2000-11,2710,26,32,1,0,19
lesechos,2000-12,2428,12,21,2,0,12
lesechos,2001-01,2874,17,8,3,0,18
lesechos,2001-02,2686,10,1,0,0,15
lesechos,2001-03,2906,21,9,2,0,4
lesechos,2001-04,2602,24,13,3,0,19
lesechos,2001-05,2456,19,13,0,0,22
lesechos,2001-06,2414,22,12,6,0,19
lesechos,2001-07,2222,18,18,1,0,14
lesechos,2001-08,1648,9,6,1,0,5
lesechos,2001-09,2552,11,9,1,0,18
lesechos,2001-10,2872,11,10,2,0,17
lesechos,2001-11,2527,7,11,2,0,16
lesechos,2001-12,2192,13,11,3,0,14
lesechos,2002-01,2445,16,7,2,0,23
lesechos,2002-02,2409,13,16,1,0,25
lesechos,2002-03,2754,21,16,2,0,32
lesechos,2002-04,2443,8,7,2,0,24
lesechos,2002-05,2161,8,11,1,0,18
lesechos,2002-06,2286,9,4,1,0,27
lesechos,2002-07,1920,2,1,0,0,18
lesechos,2002-08,1477,24,9,10,0,36
lesechos,2002-09,2412,24,7,5,0,42
lesechos,2002-10,2487,13,9,1,0,26
lesechos,2002-11,1909,13,6,0,0,23
lesechos,2002-12,1936,13,5,1,0,25
lesechos,2003-01,2157,8,1,2,0,30
lesechos,2003-02,2042,9,5,2,0,20
lesechos,2003-03,2248,9,3,1,0,28
lesechos,2003-04,2146,8,3,0,0,30
lesechos,2003-05,1936,9,6,2,0,22
lesechos,2003-06,2058,9,8,3,0,35
lesechos,2003-07,1780,13,2,1,0,13
lesechos,2003-08,1380,21,5,0,0,26
lesechos,2003-09,2361,18,9,3,0,33
lesechos,2003-10,3278,14,12,2,0,40
lesechos,2003-11,2793,18,11,8,0,47
lesechos,2003-12,2937,13,6,0,0,36
lesechos,2004-01,2896,14,8,0,0,21
lesechos,2004-02,2790,12,8,1,0,15
lesechos,2004-03,3287,5,10,3,0,31
lesechos,2004-04,2881,13,6,2,0,34
lesechos,2004-05,2546,11,7,2,0,28
lesechos,2004-06,2921,28,16,3,0,44
lesechos,2004-07,2337,18,11,2,0,19
lesechos,2004-08,2236,11,5,0,0,22
lesechos,2004-09,2981,19,8,1,0,24
lesechos,2004-10,3031,20,24,5,0,26
lesechos,2004-11,2793,18,11,3,0,22
lesechos,2004-12,3022,22,15,3,0,25
lesechos,2005-01,3019,18,8,15,0,33
lesechos,2005-02,3062,24,11,1,0,31
lesechos,2005-03,3340,24,14,3,0,50
lesechos,2005-04,3311,26,19,10,0,42
lesechos,2005-05,3077,20,12,4,0,39
lesechos,2005-06,3510,28,22,3,0,49
lesechos,2005-07,2627,19,9,1,0,16
lesechos,2005-08,2424,14,8,2,0,25
lesechos,2005-09,3321,28,13,1,1,45
lesechos,2005-10,3080,13,12,4,0,30
lesechos,2005-11,3007,28,15,9,0,29
lesechos,2005-12,3087,24,17,4,0,30
lesechos,2006-01,3410,22,12,3,0,36
lesechos,2006-02,3179,9,8,2,0,32
lesechos,2006-03,3724,14,15,4,0,43
lesechos,2006-04,3092,21,19,2,0,44
lesechos,2006-05,3178,33,25,8,0,70
lesechos,2006-06,3515,21,16,4,0,52
lesechos,2006-07,2736,30,15,3,0,33
lesechos,2006-08,2634,30,11,3,0,16
lesechos,2006-09,3431,31,23,2,0,32
lesechos,2006-10,3710,34,24,8,0,45
lesechos,2006-11,3435,39,34,6,0,46
lesechos,2006-12,3162,38,23,3,1,35
lesechos,2007-01,3524,64,44,2,0,49
lesechos,2007-02,3384,52,38,3,0,62
lesechos,2007-03,4096,88,60,9,0,115
lesechos,2007-04,3373,59,33,8,0,77
lesechos,2007-05,3205,49,28,6,0,77
lesechos,2007-06,3656,55,41,6,0,74
lesechos,2007-07,3658,38,9,9,0,49
lesechos,2007-08,3216,58,24,9,0,40
lesechos,2007-09,3835,79,43,9,0,72
lesechos,2007-10,4482,69,37,19,0,102
lesechos,2007-11,3904,54,28,4,0,64
lesechos,2007-12,3656,77,45,13,0,77
lesechos,2008-01,4181,60,34,5,0,81
lesechos,2008-02,3811,56,15,7,0,79
lesechos,2008-03,3802,59,20,6,0,78
lesechos,2008-04,4074,63,25,9,0,88
lesechos,2008-05,3640,57,19,12,0,89
lesechos,2008-06,3892,66,30,9,1,101
lesechos,2008-07,3434,43,26,2,0,57
lesechos,2008-08,2663,21,11,13,0,49
lesechos,2008-09,3848,30,13,6,0,69
lesechos,2008-10,4137,59,32,8,1,96
lesechos,2008-11,3332,42,11,7,0,69
lesechos,2008-12,3455,85,45,7,0,117
lesechos,2009-01,3151,45,20,14,2,72
lesechos,2009-02,3043,20,12,9,0,74
lesechos,2009-03,3232,44,23,10,0,81
lesechos,2009-04,3033,28,11,6,0,65
lesechos,2009-05,2595,47,12,6,0,64
lesechos,2009-06,3095,49,25,7,0,92
lesechos,2009-07,2659,34,16,3,1,63
lesechos,2009-08,2258,38,17,9,0,53
lesechos,2009-09,2934,81,34,5,0,98
lesechos,2009-10,2929,49,26,13,0,115
lesechos,2009-11,2632,64,32,8,1,91
lesechos,2009-12,2735,165,115,13,0,110
lesechos,2010-01,2505,54,24,7,0,61
lesechos,2010-02,2745,39,20,8,3,47
lesechos,2010-03,3553,77,30,13,2,119
lesechos,2010-04,2868,30,12,7,0,63
lesechos,2010-05,2649,34,13,10,0,84
lesechos,2010-06,3125,48,21,11,0,86
lesechos,2010-07,2524,20,9,4,0,56
lesechos,2010-08,2220,34,5,14,0,50
lesechos,2010-09,2968,18,8,6,0,86
lesechos,2010-10,2955,25,8,7,0,77
lesechos,2010-11,2864,48,15,11,0,83
lesechos,2010-12,2734,70,16,9,2,77
lesechos,2011-01,2917,44,10,5,0,71
lesechos,2011-02,2802,36,7,3,0,52
lesechos,2011-03,3576,40,14,4,2,96
lesechos,2011-04,2701,20,8,3,4,67
lesechos,2011-05,3275,43,12,9,0,78
lesechos,2011-06,2744,44,8,12,6,64
lesechos,2011-07,2163,21,8,6,0,32
lesechos,2011-08,1870,12,2,1,2,33
lesechos,2011-09,2942,11,5,13,4,51
lesechos,2011-10,2958,32,11,8,4,64
lesechos,2011-11,2916,38,15,10,7,92
lesechos,2011-12,2627,41,27,3,10,70
lesechos,2012-01,3153,31,7,7,8,79
lesechos,2012-02,3062,34,7,4,4,55
lesechos,2012-03,3528,39,15,10,4,97
lesechos,2012-04,3123,22,14,8,4,78
lesechos,2012-05,3259,35,12,6,6,66
lesechos,2012-06,3519,33,16,17,13,85
lesechos,2012-07,2750,23,5,13,15,43
lesechos,2012-08,2302,19,5,6,18,42
lesechos,2012-09,3217,27,16,17,41,73
lesechos,2012-10,4082,26,8,17,22,65
lesechos,2012-11,3710,38,20,3,43,87
lesechos,2012-12,3068,36,12,6,17,66
lesechos,2013-01,3314,37,12,10,23,74
lesechos,2013-02,3235,16,8,5,21,54
lesechos,2013-03,3340,30,7,0,15,68
lesechos,2013-04,3497,39,13,5,26,80
lesechos,2013-05,2858,27,8,3,30,52
lesechos,2013-06,3473,41,18,10,23,55
lesechos,2013-07,3191,35,17,6,56,93
lesechos,2013-08,2162,35,7,6,22,22
lesechos,2013-09,3397,39,21,15,55,67
lesechos,2013-10,3612,29,6,6,25,77
lesechos,2013-11,3221,37,20,4,18,66
lesechos,2013-12,2877,19,5,6,17,45
lesechos,2014-01,3355,47,20,4,36,60
lesechos,2014-02,3127,40,14,6,30,60
lesechos,2014-03,3647,34,8,8,30,60
lesechos,2014-04,3369,37,10,9,51,85
lesechos,2014-05,3655,41,9,12,45,65
lesechos,2014-06,4067,42,15,6,68,83
lesechos,2014-07,3327,27,15,3,33,46
lesechos,2014-08,2434,31,6,2,31,52
lesechos,2014-09,4375,57,23,7,46,78
lesechos,2014-10,4490,50,28,7,82,101
lesechos,2014-11,3776,56,25,9,53,71
lesechos,2014-12,3781,64,27,7,35,83
lesechos,2015-01,3887,43,20,3,27,62
lesechos,2015-02,3769,42,13,7,36,58
lesechos,2015-03,4234,45,17,11,36,63
lesechos,2015-04,3632,26,17,6,31,55
lesechos,2015-05,3164,48,32,12,30,62
lesechos,2015-06,4151,78,39,11,45,73
lesechos,2015-07,3211,52,18,9,43,58
lesechos,2015-08,2510,47,23,3,35,39
lesechos,2015-09,4104,91,27,12,49,104
lesechos,2015-10,4288,118,73,6,42,107
lesechos,2015-11,4079,212,106,13,65,137
lesechos,2015-12,3586,170,77,7,56,112
lesechos,2016-01,4285,64,17,6,40,84
lesechos,2016-02,4138,49,7,17,40,70
lesechos,2016-03,4066,38,13,15,31,66
lesechos,2016-04,3721,57,26,21,46,66
lesechos,2016-05,3565,43,9,13,26,60
lesechos,2016-06,4163,47,11,11,37,87
lesechos,2016-07,3124,34,13,12,31,44
lesechos,2016-08,2497,53,10,12,12,33
lesechos,2016-09,3990,72,25,8,33,65
lesechos,2016-10,3892,57,19,10,46,76
lesechos,2016-11,3844,109,47,12,44,106
lesechos,2016-12,3302,62,18,11,38,53
lesechos,2017-01,4048,70,19,11,64,86
lesechos,2017-02,3628,46,18,10,38,89
lesechos,2017-03,4390,51,18,14,45,73
lesechos,2017-04,3537,61,18,10,40,68
lesechos,2017-05,3896,92,19,12,99,66
lesechos,2017-06,4269,130,41,24,71,101
lesechos,2017-07,3272,67,20,17,67,88
lesechos,2017-08,2518,57,19,11,34,42
lesechos,2017-09,4440,123,40,23,97,93
lesechos,2017-10,5600,121,45,27,119,107
lesechos,2017-11,4826,120,45,28,100,100
lesechos,2017-12,4272,152,49,11,118,132
lesechos,2018-01,4891,72,31,15,90,103
lesechos,2018-02,4650,72,14,16,67,92
lesechos,2018-03,5215,69,36,14,73,102
lesechos,2018-04,4289,81,23,21,62,76
lesechos,2018-05,4477,73,23,28,63,92
lesechos,2018-06,5023,103,27,31,85,119
lesechos,2018-07,2734,73,14,17,56,44
lesechos,2018-08,3428,108,29,27,72,59
lesechos,2018-09,4860,149,53,35,139,105
lesechos,2018-10,5416,157,63,37,150,143
lesechos,2018-11,3486,130,54,21,161,123
lesechos,2018-12,3115,159,49,27,121,105
lesechos,2019-01,3074,80,21,17,77,51
lesechos,2019-02,2902,87,25,13,70,65
lesechos,2019-03,3005,102,32,21,81,72
lesechos,2019-04,2615,97,21,23,88,72
lesechos,2019-05,2569,114,43,36,79,70
lesechos,2019-06,2732,130,37,20,85,75
lesechos,2019-07,2383,139,41,18,78,63
lesechos,2019-08,1681,81,28,25,47,42
lesechos,2019-09,2740,150,40,39,83,88
lesechos,2019-10,2957,131,40,27,90,72
lesechos,2019-11,2578,130,55,28,94,88
lesechos,2019-12,2669,212,65,50,112,107
lesechos,2020-01,3030,178,58,24,79,85
lesechos,2020-02,2766,153,48,33,81,90
lesechos,2020-03,3200,116,28,16,58,43
lesechos,2020-04,2782,100,29,19,65,55
lesechos,2020-05,2372,96,25,27,76,47
lesechos,2020-06,2729,133,47,37,139,73
lesechos,2020-07,2344,123,43,37,135,64
lesechos,2020-08,1694,59,19,23,51,43
lesechos,2020-09,2723,151,44,49,163,112
lesechos,2020-10,2764,132,51,33,124,99
lesechos,2020-11,2698,128,36,29,100,77
lesechos,2020-12,2556,169,73,36,90,110
lesechos,2021-01,2632,130,42,48,111,92
lesechos,2021-02,2440,124,54,29,93,89
lesechos,2021-03,2873,172,65,37,134,93
lesechos,2021-04,2461,154,60,33,109,96
lesechos,2021-05,2353,144,46,32,95,99
lesechos,2021-06,2836,165,48,43,133,96
lesechos,2021-07,2333,156,54,39,99,68
lesechos,2021-08,1888,123,32,21,67,60
lesechos,2021-09,2894,210,60,59,128,105
lesechos,2021-10,2869,262,93,55,169,145
lesechos,2021-11,2687,230,84,37,137,117
lesechos,2021-12,2566,165,38,28,127,90
lesechos,2022-01,2805,193,56,39,147,104
lesechos,2022-02,2673,174,50,43,144,109
lesechos,2022-03,3153,184,52,49,174,144
lesechos,2022-04,2665,193,57,47,133,97
lesechos,2022-05,2565,198,51,46,151,96
lesechos,2022-06,2682,225,59,51,178,109
lesechos,2022-07,2204,146,46,32,151,92
lesechos,2022-08,1885,215,52,42,116,82
lesechos,2022-09,2885,240,60,36,196,149
lesechos,2022-10,2636,186,48,47,161,101
lesechos,2022-11,2655,270,94,56,193,163
lesechos,2022-12,2396,177,31,72,126,103
lesechos,2023-01,2819,215,38,42,145,114
lesechos,2023-02,2580,175,31,40,150,104
lesechos,2023-03,2847,248,54,58,180,100
lesechos,2023-04,2393,178,48,52,141,96
lesechos,2023-05,2373,183,46,37,159,81
lesechos,2023-06,2751,244,62,68,200,133
lesechos,2023-07,2201,240,61,46,144,83
lesechos,2023-08,1881,155,28,35,110,53
lesechos,2023-09,2679,249,68,66,209,105
lesechos,2023-10,2685,181,54,49,181,88
lesechos,2023-11,2604,212,72,51,179,102
lesechos,2023-12,2321,183,82,39,179,113
lesechos,2024-01,2654,189,56,48,188,103
lesechos,2024-02,2626,212,58,52,173,96
lesechos,2024-03,2631,184,64,47,169,81
lesechos,2024-04,2521,207,53,49,154,101
lesechos,2024-05,2486,184,48,54,164,114
lesechos,2024-06,2702,183,43,32,106,98
lesechos,2024-07,2496,157,37,34,102,83
lesechos,2024-08,1791,126,26,27,73,46
lesechos,2024-09,3148,193,50,41,138,96
lesechos,2024-10,2212,126,31,27,105,67
liberation,1998-01,2247,4,1,1,0,1
liberation,1998-02,2173,4,4,1,0,2
liberation,1998-03,2407,7,1,2,0,3
liberation,1998-04,2119,3,5,0,0,2
liberation,1998-05,2008,8,1,0,0,4
liberation,1998-06,2095,0,0,2,0,3
liberation,1998-07,1673,4,2,0,0,0
liberation,1998-08,1382,4,4,0,0,0
liberation,1998-09,2062,4,2,0,0,1
liberation,1998-10,2042,5,2,2,0,5
liberation,1998-11,1887,12,7,2,0,2
liberation,1998-12,2103,9,1,3,0,1
liberation,1999-01,2035,8,7,1,0,6
liberation,1999-02,2018,4,4,1,0,3
liberation,1999-03,2238,3,5,2,0,3
liberation,1999-04,1996,4,5,0,0,1
liberation,1999-05,2083,3,2,2,0,2
liberation,1999-06,2239,7,2,1,0,4
liberation,1999-07,1894,5,2,1,0,6
liberation,1999-08,1759,7,0,5,0,0
liberation,1999-09,2100,7,3,0,0,4
liberation,1999-10,2222,7,5,3,0,1
liberation,1999-11,2268,7,4,4,0,6
liberation,1999-12,2144,10,4,1,0,8
liberation,2000-01,2198,14,22,6,0,5
liberation,2000-02,2047,4,2,3,0,5
liberation,2000-03,2517,10,7,1,0,5
liberation,2000-04,2049,6,7,2,0,11
liberation,2000-05,2438,11,12,5,0,3
liberation,2000-06,2422,4,5,2,0,5
liberation,2000-07,2199,5,8,0,0,7
liberation,2000-08,1958,8,6,3,0,3
liberation,2000-09,2564,12,21,3,0,10
liberation,2000-10,2628,9,7,0,0,4
liberation,2000-11,2587,33,32,3,0,4
liberation,2000-12,2445,12,14,3,0,7
liberation,2001-01,2597,9,9,3,0,1
liberation,2001-02,2507,11,10,2,0,0
liberation,2001-03,2662,15,20,1,0,4
liberation,2001-04,2419,11,10,1,0,6
liberation,2001-05,2922,11,11,1,0,9
liberation,2001-06,2549,16,27,2,0,13
liberation,2001-07,2113,16,24,2,0,5
liberation,2001-08,1825,5,10,0,0,6
liberation,2001-09,2334,8,8,1,0,5
liberation,2001-10,2506,13,8,2,0,4
liberation,2001-11,2497,14,5,0,0,6
liberation,2001-12,2402,10,4,5,0,6
liberation,2002-01,2279,8,8,4,0,10
liberation,2002-02,2322,10,9,4,0,13
liberation,2002-03,2601,10,12,2,0,13
liberation,2002-04,2305,7,7,2,0,9
liberation,2002-05,2301,13,6,2,0,21
liberation,2002-06,2412,8,2,0,0,19
liberation,2002-07,2126,5,4,8,0,18
liberation,2002-08,1762,15,11,15,0,43
liberation,2002-09,2348,10,11,7,0,27
liberation,2002-10,2442,12,6,0,0,14
liberation,2002-11,2348,21,19,5,0,18
liberation,2002-12,2164,13,8,2,0,16
liberation,2003-01,2112,10,3,0,0,12
liberation,2003-02,2211,9,4,0,0,12
liberation,2003-03,2277,14,5,1,0,10
liberation,2003-04,2167,16,2,2,0,6
liberation,2003-05,2376,9,9,3,0,26
liberation,2003-06,2277,9,8,1,0,20
liberation,2003-07,2155,10,5,6,0,10
liberation,2003-08,1767,28,14,1,0,11
liberation,2003-09,2438,23,9,9,0,15
liberation,2003-10,2629,15,16,4,0,25
liberation,2003-11,2304,14,13,7,0,17
liberation,2003-12,2250,27,19,4,0,12
liberation,2004-01,2693,18,12,11,0,19
liberation,2004-02,2475,15,9,15,0,16
liberation,2004-03,2886,13,11,8,0,21
liberation,2004-04,2526,21,15,8,0,25
liberation,2004-05,2636,23,15,5,0,22
liberation,2004-06,2722,22,28,4,0,37
liberation,2004-07,2178,13,14,4,0,12
liberation,2004-08,2136,16,10,4,0,10
liberation,2004-09,2509,25,19,4,0,18
liberation,2004-10,2460,20,15,5,0,14
liberation,2004-11,2504,21,18,10,0,11
liberation,2004-12,2414,27,17,9,0,12
liberation,2005-01,2447,17,8,13,0,21
liberation,2005-02,2429,28,19,20,0,22
liberation,2005-03,2684,14,13,7,0,31
liberation,2005-04,2519,13,8,5,0,15
liberation,2005-05,2646,26,19,3,0,29
liberation,2005-06,2615,30,17,3,0,18
liberation,2005-07,2118,23,16,3,1,9
liberation,2005-08,1921,19,11,8,0,19
liberation,2005-09,2544,17,11,4,0,10
liberation,2005-10,2481,18,10,2,0,13
liberation,2005-11,2096,16,18,4,0,18
liberation,2005-12,2383,14,20,4,0,12
liberation,2006-01,2366,16,13,7,0,17
liberation,2006-02,2450,18,9,5,0,10
liberation,2006-03,2547,17,9,10,0,12
liberation,2006-04,2290,19,8,7,0,14
liberation,2006-05,2363,23,15,15,0,24
liberation,2006-06,2622,23,18,6,1,22
liberation,2006-07,2259,18,10,10,0,8
liberation,2006-08,2023,30,13,7,0,15
liberation,2006-09,2537,36,24,17,0,24
liberation,2006-10,2593,37,26,19,0,20
liberation,2006-11,2720,41,29,11,0,29
liberation,2006-12,2153,19,8,5,0,15
liberation,2007-01,2489,63,25,14,0,25
liberation,2007-02,2434,41,24,12,0,19
liberation,2007-03,2748,44,22,13,0,32
liberation,2007-04,2271,44,32,5,0,18
liberation,2007-05,2419,40,35,9,0,46
liberation,2007-06,2485,41,37,7,0,37
liberation,2007-07,1881,23,10,13,0,27
liberation,2007-08,1675,42,22,8,0,18
liberation,2007-09,2207,49,27,18,0,31
liberation,2007-10,2223,36,22,21,0,35
liberation,2007-11,2235,47,27,8,0,26
liberation,2007-12,1815,48,36,11,0,28
liberation,2008-01,2249,36,20,8,0,26
liberation,2008-02,1997,28,12,11,1,20
liberation,2008-03,2103,23,13,8,0,17
liberation,2008-04,2156,49,19,11,0,48
liberation,2008-05,2089,35,14,8,0,22
liberation,2008-06,2596,29,20,11,0,37
liberation,2008-07,2012,44,14,2,0,13
liberation,2008-08,1975,31,7,6,1,21
liberation,2008-09,2843,49,15,15,0,64
liberation,2008-10,2242,32,18,18,0,24
liberation,2008-11,2038,28,7,5,0,24
liberation,2008-12,2087,50,29,4,0,35
liberation,2009-01,2056,27,11,7,0,26
liberation,2009-02,1922,23,11,8,0,23
liberation,2009-03,2220,20,11,2,0,17
liberation,2009-04,2047,31,11,5,0,33
liberation,2009-05,2043,29,16,8,0,20
liberation,2009-06,2178,45,20,6,0,41
liberation,2009-07,2285,47,18,6,0,27
liberation,2009-08,1835,31,7,10,0,19
liberation,2009-09,2380,62,28,4,1,36
liberation,2009-10,2361,42,17,7,0,22
liberation,2009-11,2158,58,24,9,0,26
liberation,2009-12,2038,147,59,6,0,29
liberation,2010-01,2061,29,13,7,0,19
liberation,2010-02,2074,27,17,7,0,21
liberation,2010-03,2380,45,11,9,0,33
liberation,2010-04,2114,20,9,5,1,20
liberation,2010-05,2342,15,14,15,0,24
liberation,2010-06,2296,19,5,7,1,13
liberation,2010-07,2163,26,5,6,0,20
liberation,2010-08,2094,37,11,10,0,13
liberation,2010-09,2467,33,7,5,1,32
liberation,2010-10,2579,25,15,19,0,24
liberation,2010-11,2539,27,12,9,0,26
liberation,2010-12,2414,34,14,4,0,29
liberation,2011-01,2584,24,10,3,1,17
liberation,2011-02,2308,15,3,7,0,14
liberation,2011-03,2516,13,13,4,1,23
liberation,2011-04,2402,8,8,3,6,27
liberation,2011-05,2538,21,7,6,2,15
liberation,2011-06,2472,15,3,5,1,22
liberation,2011-07,2167,14,5,1,1,19
liberation,2011-08,2057,8,2,5,2,9
liberation,2011-09,2413,17,3,8,1,22
liberation,2011-10,2441,20,3,5,6,25
liberation,2011-11,2588,33,17,9,23,26
liberation,2011-12,2332,24,18,7,3,23
liberation,2012-01,2860,21,3,4,10,31
liberation,2012-02,2740,26,4,9,4,27
liberation,2012-03,3041,26,5,4,6,21
liberation,2012-04,2936,16,3,10,7,25
liberation,2012-05,3043,14,6,7,6,29
liberation,2012-06,3083,23,9,24,7,54
liberation,2012-07,2390,13,4,11,15,21
liberation,2012-08,2472,28,6,11,19,24
liberation,2012-09,2815,15,8,16,28,28
liberation,2012-10,2793,27,6,9,20,26
liberation,2012-11,2588,28,16,10,20,21
liberation,2012-12,2307,21,7,5,17,23
liberation,2013-01,2678,28,5,7,14,20
liberation,2013-02,2517,23,5,4,7,18
liberation,2013-03,2561,22,3,6,14,15
liberation,2013-04,2473,25,13,7,26,31
liberation,2013-05,2386,18,11,3,12,13
liberation,2013-06,2611,26,7,7,17,25
liberation,2013-07,2588,13,6,3,42,32
liberation,2013-08,2031,19,15,10,32,24
liberation,2013-09,2707,39,21,20,58,33
liberation,2013-10,3165,41,9,11,33,31
liberation,2013-11,2552,46,13,9,11,22
liberation,2013-12,2379,17,3,8,18,19
liberation,2014-01,2706,28,9,6,24,20
liberation,2014-02,2508,24,13,10,31,28
liberation,2014-03,2715,23,7,5,29,21
liberation,2014-04,2618,23,10,11,37,42
liberation,2014-05,2764,23,6,6,29,24
liberation,2014-06,2674,23,11,7,43,41
liberation,2014-07,2495,14,4,5,18,17
liberation,2014-08,2290,22,2,5,18,13
liberation,2014-09,2703,32,16,7,21,21
liberation,2014-10,2589,31,10,15,43,28
liberation,2014-11,2330,58,26,11,22,19
liberation,2014-12,2318,48,18,10,22,25
liberation,2015-01,2331,33,11,2,17,10
liberation,2015-02,2029,24,8,4,13,10
liberation,2015-03,2124,28,7,7,12,11
liberation,2015-04,1797,25,12,9,12,21
liberation,2015-05,2048,35,13,4,17,23
liberation,2015-06,2015,55,24,6,18,22
