"count","total","media","query","smooth"
27,228,"mediapart","Climatique",0.0714505352720958
17,263,"mediapart","Climatique",0.0737017266393707
11,256,"mediapart","Climatique",0.0756829350342069
17,311,"mediapart","Climatique",0.0771384517116832
12,280,"mediapart","Climatique",0.0781980097123071
36,308,"mediapart","Climatique",0.0791574599190366
22,259,"mediapart","Climatique",0.080005794189632
15,283,"mediapart","Climatique",0.0807320535411121
22,203,"mediapart","Climatique",0.0813253903089223
34,294,"mediapart","Climatique",0.0817751347952717
41,351,"mediapart","Climatique",0.0816753223265762
23,251,"mediapart","Climatique",0.0808461957410672
20,265,"mediapart","Climatique",0.0796190702039353
14,260,"mediapart","Climatique",0.0783211231772109
23,270,"mediapart","Climatique",0.0772709280049732
26,359,"mediapart","Climatique",0.0767798946565428
25,324,"mediapart","Climatique",0.0765308365328454
15,292,"mediapart","Climatique",0.0760806841223038
20,315,"mediapart","Climatique",0.0755501334989026
18,268,"mediapart","Climatique",0.0750586755488082
18,209,"mediapart","Climatique",0.0747244331031985
22,311,"mediapart","Climatique",0.0746648616346532
22,318,"mediapart","Climatique",0.0748375969976421
27,348,"mediapart","Climatique",0.0751124613958043
26,313,"mediapart","Climatique",0.075475614449882
18,298,"mediapart","Climatique",0.0759132455139372
12,267,"mediapart","Climatique",0.0764115029674781
31,333,"mediapart","Climatique",0.0769564363063282
22,293,"mediapart","Climatique",0.0777645287132468
18,317,"mediapart","Climatique",0.0789585680619953
24,344,"mediapart","Climatique",0.0803825315146126
29,301,"mediapart","Climatique",0.0818764381137691
26,242,"mediapart","Climatique",0.0832750792517677
40,308,"mediapart","Climatique",0.0844082843381795
33,325,"mediapart","Climatique",0.0854205131289238
32,316,"mediapart","Climatique",0.086535448576174
21,310,"mediapart","Climatique",0.0876980689628469
25,309,"mediapart","Climatique",0.0888520488027497
30,329,"mediapart","Climatique",0.089939730327695
28,448,"mediapart","Climatique",0.0909022600435937
33,388,"mediapart","Climatique",0.0917792817689105
22,298,"mediapart","Climatique",0.0926425083497523
22,330,"mediapart","Climatique",0.0934803177212076
38,292,"mediapart","Climatique",0.094280914959697
46,250,"mediapart","Climatique",0.186
23,299,"mediapart","Climatique",0.0957225536384132
40,343,"mediapart","Climatique",0.0963671340692223
45,311,"mediapart","Climatique",0.0969842757517583
32,308,"mediapart","Climatique",0.097565618965624
22,296,"mediapart","Climatique",0.0981027353734011
25,297,"mediapart","Climatique",0.0985871435884761
27,353,"mediapart","Climatique",0.0990103276233894
31,331,"mediapart","Climatique",0.0993789858626749
36,328,"mediapart","Climatique",0.0997039093300281
29,349,"mediapart","Climatique",0.0999827180526584
47,324,"mediapart","Climatique",0.100213049558232
39,295,"mediapart","Climatique",0.100392563425243
35,316,"mediapart","Climatique",0.100518946047015
17,412,"mediapart","Climatique",0.0424757281553398
33,393,"mediapart","Climatique",0.100598756838298
43,364,"mediapart","Climatique",0.100553447505295
40,348,"mediapart","Climatique",0.100454502146421
33,333,"mediapart","Climatique",0.100304346524164
29,340,"mediapart","Climatique",0.100105436171847
0,73,"mediapart","Effet de serre",0.0177081780742416
1,57,"mediapart","Effet de serre",0.0192195669700658
1,42,"mediapart","Effet de serre",0.0207080110789449
1,53,"mediapart","Effet de serre",0.0221652556718234
2,131,"mediapart","Effet de serre",0.0235836989271202
2,75,"mediapart","Effet de serre",0.024956369718716
1,122,"mediapart","Effet de serre",0.0262769055570547
5,112,"mediapart","Effet de serre",0.027540108541359
5,89,"mediapart","Effet de serre",0.0287387990357187
6,111,"mediapart","Effet de serre",0.029864261485984
0,87,"mediapart","Effet de serre",0.0309080495281045
1,84,"mediapart","Effet de serre",0.0318620295976751
0,95,"mediapart","Effet de serre",0.032718425536884
0,78,"mediapart","Effet de serre",0.0334570394838104
1,91,"mediapart","Effet de serre",0.0340686092157893
1,68,"mediapart","Effet de serre",0.0345629938415908
4,83,"mediapart","Effet de serre",0.0349511066423057
3,68,"mediapart","Effet de serre",0.035244694795217
2,73,"mediapart","Effet de serre",0.0354561458178295
2,65,"mediapart","Effet de serre",0.0355509250738177
8,88,"mediapart","Effet de serre",0.0355021729930625
12,106,"mediapart","Effet de serre",0.117924528301887
1,85,"mediapart","Effet de serre",0.0350739589223533
2,66,"mediapart","Effet de serre",0.0347451808505035
6,80,"mediapart","Effet de serre",0.0343736098714381
3,86,"mediapart","Effet de serre",0.0338233764793379
4,95,"mediapart","Effet de serre",0.0330131858600873
5,97,"mediapart","Effet de serre",0.0320487465335855
0,100,"mediapart","Effet de serre",0.0310320501285897
1,85,"mediapart","Effet de serre",0.0300596756212437
2,96,"mediapart","Effet de serre",0.0292224862702102
2,98,"mediapart","Effet de serre",0.0282391299044156
3,87,"mediapart","Effet de serre",0.0269067494303415
2,82,"mediapart","Effet de serre",0.0254233172434364
0,75,"mediapart","Effet de serre",0.0239712967704051
0,58,"mediapart","Effet de serre",0.0227143604219619
1,67,"mediapart","Effet de serre",0.0217997878203635
1,100,"mediapart","Effet de serre",0.0211381514763641
2,132,"mediapart","Effet de serre",0.0205435037623439
3,111,"mediapart","Effet de serre",0.0200106619618572
4,118,"mediapart","Effet de serre",0.0195347999931797
1,98,"mediapart","Effet de serre",0.0191114144880148
1,105,"mediapart","Effet de serre",0.018736292404699
1,138,"mediapart","Effet de serre",0.018472988896625
2,121,"mediapart","Effet de serre",0.0183536614262199
2,116,"mediapart","Effet de serre",0.0183289078862167
1,115,"mediapart","Effet de serre",0.0183504713768109
2,104,"mediapart","Effet de serre",0.0183703370510319
0,100,"mediapart","Effet de serre",0.0183404455695208
2,117,"mediapart","Effet de serre",0.0183028396117063
1,99,"mediapart","Effet de serre",0.0183214896070527
6,136,"mediapart","Effet de serre",0.0183815023631242
2,106,"mediapart","Effet de serre",0.0184680648018868
1,77,"mediapart","Effet de serre",0.0185663084796597
2,112,"mediapart","Effet de serre",0.0186612340212887
1,125,"mediapart","Effet de serre",0.0187816918204889
2,121,"mediapart","Effet de serre",0.0189544729668628
2,105,"mediapart","Effet de serre",0.0191612832837888
1,122,"mediapart","Effet de serre",0.0193835516867571
1,102,"mediapart","Effet de serre",0.0196023149637075
2,120,"mediapart","Effet de serre",0.019798194968523
3,140,"mediapart","Effet de serre",0.0200240898601689
2,130,"mediapart","Effet de serre",0.0203223062807744
1,132,"mediapart","Effet de serre",0.0206567832084347
3,138,"mediapart","Effet de serre",0.0209904388396633
0,88,"mediapart","Effet de serre",0.0212850357984103
5,145,"mediapart","Effet de serre",0.0215013809173405
1,129,"mediapart","Effet de serre",0.0216696928316125
4,128,"mediapart","Effet de serre",0.0218429716621595
4,114,"mediapart","Effet de serre",0.0220157028096675
2,141,"mediapart","Effet de serre",0.0221822866240837
1,157,"mediapart","Effet de serre",0.0223370434244228
3,159,"mediapart","Effet de serre",0.0224742253756984
7,146,"mediapart","Effet de serre",0.0225910161005294
3,152,"mediapart","Effet de serre",0.0226906401629607
3,151,"mediapart","Effet de serre",0.0227764075054801
3,170,"mediapart","Effet de serre",0.0228516683580512
2,141,"mediapart","Effet de serre",0.0229198041479461
4,170,"mediapart","Effet de serre",0.0229842209301274
6,181,"mediapart","Effet de serre",0.0231394586528975
3,155,"mediapart","Effet de serre",0.0234212218490853
4,156,"mediapart","Effet de serre",0.0237439645960781
1,179,"mediapart","Effet de serre",0.0240202003364965
2,147,"mediapart","Effet de serre",0.024160585900717
2,189,"mediapart","Effet de serre",0.0240755833578051
2,165,"mediapart","Effet de serre",0.0238135901835832
8,181,"mediapart","Effet de serre",0.0234862135468121
3,200,"mediapart","Effet de serre",0.0231004629260941
4,188,"mediapart","Effet de serre",0.0226634137594496
3,135,"mediapart","Effet de serre",0.0221821389785288
5,217,"mediapart","Effet de serre",0.0216636470540873
7,183,"mediapart","Effet de serre",0.0209370822228801
13,209,"mediapart","Effet de serre",0.0645933014354067
12,215,"mediapart","Effet de serre",0.0581395348837209
2,183,"mediapart","Effet de serre",0.0177027633132809
6,183,"mediapart","Effet de serre",0.016745272105533
2,212,"mediapart","Effet de serre",0.0160496751157143
3,184,"mediapart","Effet de serre",0.0154089026847797
1,191,"mediapart","Effet de serre",0.0146178143534368
1,228,"mediapart","Effet de serre",0.0137816453053052
2,194,"mediapart","Effet de serre",0.0129959545959275
0,143,"mediapart","Effet de serre",0.012345947453011
2,177,"mediapart","Effet de serre",0.0119088693149042
3,199,"mediapart","Effet de serre",0.0116505363691897
2,216,"mediapart","Effet de serre",0.0114729708927971
0,227,"mediapart","Effet de serre",0.0113557662996486
2,224,"mediapart","Effet de serre",0.011279460531536
1,202,"mediapart","Effet de serre",0.0112251335312723
3,243,"mediapart","Effet de serre",0.0111741549725711
0,241,"mediapart","Effet de serre",0.0112267947959054
2,210,"mediapart","Effet de serre",0.011452563046073
4,188,"mediapart","Effet de serre",0.0117878700325005
3,198,"mediapart","Effet de serre",0.0121675086920008
3,155,"mediapart","Effet de serre",0.0125225509547859
2,184,"mediapart","Effet de serre",0.0127802198837257
4,236,"mediapart","Effet de serre",0.0129649723885996
1,167,"mediapart","Effet de serre",0.0131548808094814
5,186,"mediapart","Effet de serre",0.013355735488305
3,174,"mediapart","Effet de serre",0.0135735040234354
0,178,"mediapart","Effet de serre",0.0138143572808993
2,232,"mediapart","Effet de serre",0.0140847073478325
3,198,"mediapart","Effet de serre",0.0143876836125776
2,197,"mediapart","Effet de serre",0.0147168178300322
1,216,"mediapart","Effet de serre",0.0150640869687566
0,181,"mediapart","Effet de serre",0.0154210973540524
5,154,"mediapart","Effet de serre",0.0157790563687445
1,178,"mediapart","Effet de serre",0.0161287694539416
2,221,"mediapart","Effet de serre",0.016614810554435
7,240,"mediapart","Effet de serre",0.0173212308193833
10,228,"mediapart","Effet de serre",0.0181439047727518
4,263,"mediapart","Effet de serre",0.0189700082383257
4,256,"mediapart","Effet de serre",0.0196766771347836
2,311,"mediapart","Effet de serre",0.0201333605778106
0,280,"mediapart","Effet de serre",0.00178571428571429
8,308,"mediapart","Effet de serre",0.0206067285167578
7,259,"mediapart","Effet de serre",0.0207760116369553
4,283,"mediapart","Effet de serre",0.020908343281856
6,203,"mediapart","Effet de serre",0.0210099684639835
7,294,"mediapart","Effet de serre",0.021087273042301
11,351,"mediapart","Effet de serre",0.0209563302589486
7,251,"mediapart","Effet de serre",0.0205273183668967
4,265,"mediapart","Effet de serre",0.0199485311560235
6,260,"mediapart","Effet de serre",0.0193636784899867
6,270,"mediapart","Effet de serre",0.0189089937776509
6,359,"mediapart","Effet de serre",0.01871511378422
3,324,"mediapart","Effet de serre",0.0186770141783429
3,292,"mediapart","Effet de serre",0.0186171853412042
6,315,"mediapart","Effet de serre",0.0185568000344367
5,268,"mediapart","Effet de serre",0.0185169090720691
2,209,"mediapart","Effet de serre",0.0185184963806939
3,311,"mediapart","Effet de serre",0.018582651514587
2,318,"mediapart","Effet de serre",0.0187512172355541
5,348,"mediapart","Effet de serre",0.0190267336110512
8,313,"mediapart","Effet de serre",0.0193714037218789
4,298,"mediapart","Effet de serre",0.0197465451232248
3,267,"mediapart","Effet de serre",0.0201121128343527
10,333,"mediapart","Effet de serre",0.0204266292620038
8,293,"mediapart","Effet de serre",0.0208076722479195
8,317,"mediapart","Effet de serre",0.0213557549502157
8,344,"mediapart","Effet de serre",0.0220015077611521
7,301,"mediapart","Effet de serre",0.0226721648537324
6,242,"mediapart","Effet de serre",0.0232906852106353
7,308,"mediapart","Effet de serre",0.023776142513306
11,325,"mediapart","Effet de serre",0.0241369817547506
9,316,"mediapart","Effet de serre",0.024447998396352
5,310,"mediapart","Effet de serre",0.0247262032618774
5,309,"mediapart","Effet de serre",0.0249891064104128
13,329,"mediapart","Effet de serre",0.0252546250606863
5,448,"mediapart","Effet de serre",0.0255410555433369
5,388,"mediapart","Effet de serre",0.0258706903744173
7,298,"mediapart","Effet de serre",0.0262354981456322
6,330,"mediapart","Effet de serre",0.0266080730308182
14,292,"mediapart","Effet de serre",0.0269602625419035
8,250,"mediapart","Effet de serre",0.0272632138034597
6,299,"mediapart","Effet de serre",0.0274875633817585
9,343,"mediapart","Effet de serre",0.0276678945136419
17,311,"mediapart","Effet de serre",0.0278475867969437
7,308,"mediapart","Effet de serre",0.0280101212565301
5,296,"mediapart","Effet de serre",0.0281388035798913
8,297,"mediapart","Effet de serre",0.0282168385335005
11,353,"mediapart","Effet de serre",0.0282274514670874
8,331,"mediapart","Effet de serre",0.0281842788091169
10,328,"mediapart","Effet de serre",0.0281096951088536
9,349,"mediapart","Effet de serre",0.028000197350202
11,324,"mediapart","Effet de serre",0.0278523696333338
11,295,"mediapart","Effet de serre",0.0276629064116568
12,316,"mediapart","Effet de serre",0.0274286380785131
9,412,"mediapart","Effet de serre",0.0271423937864823
6,393,"mediapart","Effet de serre",0.0268026486194474
17,364,"mediapart","Effet de serre",0.026414862118521
10,348,"mediapart","Effet de serre",0.0259845160035677
7,333,"mediapart","Effet de serre",0.0255170752276729
3,340,"mediapart","Effet de serre",0.0250179525288014
1,73,"mediapart","Biodiversite",0.0139732163718249
1,57,"mediapart","Biodiversite",0.0135352644071572
0,42,"mediapart","Biodiversite",0.0131210774973668
4,53,"mediapart","Biodiversite",0.0127358388751671
1,131,"mediapart","Biodiversite",0.0123844272513451
1,75,"mediapart","Biodiversite",0.0120714755547255
0,122,"mediapart","Biodiversite",0.0118014437134508
1,112,"mediapart","Biodiversite",0.0115679762884799
1,89,"mediapart","Biodiversite",0.0113597337354981
0,111,"mediapart","Biodiversite",0.0111737362873806
0,87,"mediapart","Biodiversite",0.0110071407047402
0,84,"mediapart","Biodiversite",0.0108572204022539
0,95,"mediapart","Biodiversite",0.0107213479870746
1,78,"mediapart","Biodiversite",0.0106133968970465
0,91,"mediapart","Biodiversite",0.0105415503155923
0,68,"mediapart","Biodiversite",0.0104949530059384
2,83,"mediapart","Biodiversite",0.0104629602196927
0,68,"mediapart","Biodiversite",0.0104350399495048
1,73,"mediapart","Biodiversite",0.0104007270351199
0,65,"mediapart","Biodiversite",0.0104044656351003
0,88,"mediapart","Biodiversite",0.0104768776099939
1,106,"mediapart","Biodiversite",0.010587015563391
1,85,"mediapart","Biodiversite",0.0107036339913893
0,66,"mediapart","Biodiversite",0.0107948688153541
1,80,"mediapart","Biodiversite",0.0108283844622075
1,86,"mediapart","Biodiversite",0.0107839286028934
2,95,"mediapart","Biodiversite",0.0106809233096309
0,97,"mediapart","Biodiversite",0.0105465083588925
0,100,"mediapart","Biodiversite",0.0104074163209883
0,85,"mediapart","Biodiversite",0.0102897412650263
0,96,"mediapart","Biodiversite",0.0102190322956612
1,98,"mediapart","Biodiversite",0.0101206006263096
1,87,"mediapart","Biodiversite",0.00993734724111913
0,82,"mediapart","Biodiversite",0.00972053918258354
0,75,"mediapart","Biodiversite",0.00951977904172108
0,58,"mediapart","Biodiversite",0.0093827368385866
0,67,"mediapart","Biodiversite",0.00935610586730318
0,100,"mediapart","Biodiversite",0.00944975908454494
0,132,"mediapart","Biodiversite",0.00962427260052185
1,111,"mediapart","Biodiversite",0.00985284552222569
4,118,"mediapart","Biodiversite",0.0101079487338599
1,98,"mediapart","Biodiversite",0.0103607717535133
1,105,"mediapart","Biodiversite",0.0105810918363924
3,138,"mediapart","Biodiversite",0.0108460717975052
0,121,"mediapart","Biodiversite",0.0112223706371928
0,116,"mediapart","Biodiversite",0.0116616599093447
0,115,"mediapart","Biodiversite",0.0121123574267187
1,104,"mediapart","Biodiversite",0.0125189545873866
1,100,"mediapart","Biodiversite",0.012822565917995
0,117,"mediapart","Biodiversite",0.013076848207562
2,99,"mediapart","Biodiversite",0.0133615364200289
12,136,"mediapart","Biodiversite",0.0919117647058824
1,106,"mediapart","Biodiversite",0.0139331586936651
1,77,"mediapart","Biodiversite",0.0141732989193722
6,112,"mediapart","Biodiversite",0.0143505489060353
1,125,"mediapart","Biodiversite",0.0145141543913937
3,121,"mediapart","Biodiversite",0.0147093700928145
1,105,"mediapart","Biodiversite",0.0149049278904564
0,122,"mediapart","Biodiversite",0.0150687650522197
1,102,"mediapart","Biodiversite",0.015168202430869
1,120,"mediapart","Biodiversite",0.0151704573271943
3,140,"mediapart","Biodiversite",0.015070648952184
0,130,"mediapart","Biodiversite",0.0148966828227249
2,132,"mediapart","Biodiversite",0.0146654976250928
0,138,"mediapart","Biodiversite",0.0143939586207591
3,88,"mediapart","Biodiversite",0.0140985929855272
6,145,"mediapart","Biodiversite",0.0137954069720187
0,129,"mediapart","Biodiversite",0.0133855187941437
2,128,"mediapart","Biodiversite",0.0128178528092662
2,114,"mediapart","Biodiversite",0.012177163083585
1,141,"mediapart","Biodiversite",0.0115422190584549
2,157,"mediapart","Biodiversite",0.0109843444032168
0,159,"mediapart","Biodiversite",0.0105681908598796
1,146,"mediapart","Biodiversite",0.0101643323663779
2,152,"mediapart","Biodiversite",0.00965453392970076
0,151,"mediapart","Biodiversite",0.00911319577059684
2,170,"mediapart","Biodiversite",0.00860798102956839
0,141,"mediapart","Biodiversite",0.00819938345945201
1,170,"mediapart","Biodiversite",0.00794264847638414
3,181,"mediapart","Biodiversite",0.00779980260467335
0,155,"mediapart","Biodiversite",0.0076959101719444
2,156,"mediapart","Biodiversite",0.00762939436558249
0,179,"mediapart","Biodiversite",0.0075989594567867
0,147,"mediapart","Biodiversite",0.00760357157483314
0,189,"mediapart","Biodiversite",0.00764243981566551
0,165,"mediapart","Biodiversite",0.00782994188174229
1,181,"mediapart","Biodiversite",0.0082251078346271
2,200,"mediapart","Biodiversite",0.00874339748396884
3,188,"mediapart","Biodiversite",0.00929245702095756
1,135,"mediapart","Biodiversite",0.00976852525928965
0,217,"mediapart","Biodiversite",0.0100584241322833
1,183,"mediapart","Biodiversite",0.0102574671075298
2,209,"mediapart","Biodiversite",0.0105171798223088
2,215,"mediapart","Biodiversite",0.0108047309266935
3,183,"mediapart","Biodiversite",0.0110856520843462
5,183,"mediapart","Biodiversite",0.0113237256856343
0,212,"mediapart","Biodiversite",0.0114814318656626
2,184,"mediapart","Biodiversite",0.0115161175664556
3,191,"mediapart","Biodiversite",0.0114417426219807
4,228,"mediapart","Biodiversite",0.0113060240357416
3,194,"mediapart","Biodiversite",0.0111564162835169
0,143,"mediapart","Biodiversite",0.0110393321303544
2,177,"mediapart","Biodiversite",0.0110003172541566
1,199,"mediapart","Biodiversite",0.010923458084314
3,216,"mediapart","Biodiversite",0.0107121846244765
1,227,"mediapart","Biodiversite",0.0104408992789
0,224,"mediapart","Biodiversite",0.0101815962090009
0,202,"mediapart","Biodiversite",0.0100029665154701
1,243,"mediapart","Biodiversite",0.009971866571418
4,241,"mediapart","Biodiversite",0.0101069087534577
2,210,"mediapart","Biodiversite",0.0103514582059953
2,188,"mediapart","Biodiversite",0.0106597987620396
4,198,"mediapart","Biodiversite",0.0109842691014143
0,155,"mediapart","Biodiversite",0.0112744333394007
1,184,"mediapart","Biodiversite",0.0114773894428724
1,236,"mediapart","Biodiversite",0.0116889508154525
4,167,"mediapart","Biodiversite",0.0120084823044461
1,186,"mediapart","Biodiversite",0.0123863073106683
4,174,"mediapart","Biodiversite",0.0127701742232019
2,178,"mediapart","Biodiversite",0.0131046778218074
1,232,"mediapart","Biodiversite",0.0133318361111282
2,198,"mediapart","Biodiversite",0.01342017027733
4,197,"mediapart","Biodiversite",0.0134075127451807
3,216,"mediapart","Biodiversite",0.0133396578255535
2,181,"mediapart","Biodiversite",0.0132625427383797
3,154,"mediapart","Biodiversite",0.0132217018911324
3,178,"mediapart","Biodiversite",0.0132624930545379
7,221,"mediapart","Biodiversite",0.0132686410320758
3,240,"mediapart","Biodiversite",0.0131426521598384
0,228,"mediapart","Biodiversite",0.0129589779450218
1,263,"mediapart","Biodiversite",0.0127909548287279
0,256,"mediapart","Biodiversite",0.012710198023736
4,311,"mediapart","Biodiversite",0.0127880075636482
2,280,"mediapart","Biodiversite",0.0130127843488583
13,308,"mediapart","Biodiversite",0.0438311688311688
2,259,"mediapart","Biodiversite",0.0136639270228761
3,283,"mediapart","Biodiversite",0.0140500203458625
17,203,"mediapart","Biodiversite",0.0862068965517241
4,294,"mediapart","Biodiversite",0.0148351543184061
11,351,"mediapart","Biodiversite",0.0153312802106008
2,251,"mediapart","Biodiversite",0.0160233400253714
2,265,"mediapart","Biodiversite",0.0168351871889851
3,260,"mediapart","Biodiversite",0.0176839169862401
2,270,"mediapart","Biodiversite",0.0184783271940197
6,359,"mediapart","Biodiversite",0.0191196526507391
9,324,"mediapart","Biodiversite",0.019720813943403
6,292,"mediapart","Biodiversite",0.0204245747985468
5,315,"mediapart","Biodiversite",0.021170050480524
7,268,"mediapart","Biodiversite",0.0218920359154127
6,209,"mediapart","Biodiversite",0.022521069168511
9,311,"mediapart","Biodiversite",0.0229844851200417
8,318,"mediapart","Biodiversite",0.0232379445710085
7,348,"mediapart","Biodiversite",0.0233281410345982
10,313,"mediapart","Biodiversite",0.0233193665775431
3,298,"mediapart","Biodiversite",0.023276841197552
3,267,"mediapart","Biodiversite",0.0232658054572818
8,333,"mediapart","Biodiversite",0.0233515049538293
5,293,"mediapart","Biodiversite",0.0234015224919427
8,317,"mediapart","Biodiversite",0.0232913016269853
8,344,"mediapart","Biodiversite",0.0230990533581552
9,301,"mediapart","Biodiversite",0.0229025600453319
4,242,"mediapart","Biodiversite",0.0227784635157782
14,308,"mediapart","Biodiversite",0.0228028115092208
7,325,"mediapart","Biodiversite",0.0229491611568893
8,316,"mediapart","Biodiversite",0.0231319415372113
2,310,"mediapart","Biodiversite",0.0233389378412512
1,309,"mediapart","Biodiversite",0.00485436893203884
3,329,"mediapart","Biodiversite",0.0237758286881602
